"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"consejería" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00862688243796595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consello" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00843217849405353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consensus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00167513888743446 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000922016421761689 0 0 0 0 0 0.00150317867545286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000470702955952443 0 0 0 0 0 0 0 0 0 0 0.000988733638649788 0 0 0 0.00216510350904703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00487997066681852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00349286036057919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consequ" 0 0.000607420787715845 0.000953123293907821 0.000323200842809552 0.000370791531600666 0.000417999478412032 0.000535332665334707 0.00078359116723464 0 0.000831643050435802 0.000902937080433997 0 0.000695358381647898 0.000739468785045376 0.000941447101105865 0.000594200862210002 0 0.00222634056956795 0 0 0 0 0.000520559310295365 0.000542612293629008 0.000611358105726967 0 0.000805492783710142 0.000399182264493522 0 0 0.00303355177023001 0 0.000914074630324813 0 0 0 0 0.000623482395083331 0 0 0 0 0 0 0 0.00043174145044472 0.000922199738149923 0.000728563697625466 0.000534780775989002 0 0 0 0 0 0.000587139052302582 0 0 0.000603182968266665 0 0 0 0.000673247699817432 0 0 0 0 0.00116048624767188 0 0.00102771144667525 0 0.00134114920368064 0.00040733203981887 0.000760054729244442 0.000924253635116849 0 0.00119570653717095 0.000825686196115132 0.000361867703320078 0 0.000407012438375309 0.000935504693795007 0 0.000353845397482491 0 0 0 0.00269473949459393 0.00129684338177333 0.00173242436496437 0 0 0 0.00167798589138878 0.000360986327563905 0.0021199993980458 0.0021199993980458 0.0021199993980458 0 0 0.000611718576308174 0.00150795742066666 0.00212597275700546 0.00129927953089375 0 0.00105327381260778 0.000631451433608438 0 0.00100921663951232 0.00200008893911612 0 0 0 0 0 0 0.00087772817717315 0.000576534984950632 0 0 0 0 0.000311678761892248 0.000254033963128958 0 0.000879961582204125 0 0 0.00271590237020592 0 0.00169245465810549 0 0 0.000654695859540595 0 0 0 0 0 0.000333807820276275 0 0 0.000288427774650726 0 0.000357257129965104 0.00235789705776969 0.000243310202959349 0.00193920505685731 0.00257864466964042 0.000265338799339812 0.00021901513730603 0 0 0 0.00026479701516556 0 0.000184669758885486 0
"conserv" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0014123917422299 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00136640689480846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00121239095128736 0 0 0 0 0 0 0.00150317867545286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000470702955952443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00130676667171006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consiagnet" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00417262440942855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consid" 0 0.00044767053855846 0.000614647331075442 0.000327524691527895 0.000375752058543439 0.000423591563176689 0.000197270712037629 0.000613602802000729 0.000876859265892029 0.000153230717406383 0.000207958355052722 0.00013458934215965 0.000192180281465612 0.000136247555213444 0.000216827722282739 0.000273704639124373 0 0.000205102274639981 0.000861922785410902 0.000395074588161846 0.000241764738572254 0.000287266474828518 0.000191826713461578 0.00029992989534173 0.000112643087781062 6.72135442913018e-05 0.000296825031000718 0.000257423478213012 0.000197746882721858 0.000774953999855929 0.000279466842053308 0.00044895560534451 0.000168418784109658 0.000302820308854594 0.000459507980683804 0.000226353250401968 0.000318725002024948 0.000315911736720115 0.000133364176719392 0.000228217908267028 0.000139224559333185 0.000152072649136406 0.000267599607976382 0.000487019923476337 0.000487019923476337 7.95486142174209e-05 0.000212394799960514 0.000201357429737847 4.92668350423872e-05 4.74802086349882e-05 8.81306223902547e-05 0.00024074977325499 0.000221244583292202 0.000222532386454555 0.000216361426105786 0.000300401236193498 6.41891604984763e-05 0.000277842034832067 5.22567851187705e-05 0.000269485883408547 0.000589985555445871 0.000248092563224481 0.00018205268568044 0.000346924355652382 0.000170674392825413 0.000213105150462054 0.000192438241574962 0 4.73391084607386e-05 0.000251520157847977 0.000176505373928405 3.75255830318929e-05 0.000140040527446493 0.00019158105564367 0.000268476572983795 0.000165232220484072 0.000190166454401574 0.000233360174354942 0.00017256735101254 0.000299969117245135 0.000114911523874038 0.000273861489920433 9.77943314961438e-05 0.000121600076313271 0.000435930034126482 0.000213957025863645 0.00024825366229151 0 9.12000572349534e-05 0.000293568942464071 0.000156428248743423 0 8.83342513698994e-05 6.651194153252e-05 4.88263907955204e-05 4.88263907955204e-05 4.88263907955204e-05 0.000348823576577486 0.000319657725693081 0.000112709504696027 0.000231535029026723 0.000195855860619326 5.98482529632005e-05 0.000119322921326131 9.70331573423667e-05 5.81726475850464e-05 0.000163660376681903 0.000348653915304832 0.000236904142065569 0.000273079028520661 0.000260146053299486 0.000796480499851926 0 0 0.000141282572035818 8.08609644519722e-05 5.31134537272749e-05 3.65497743717901e-05 0.000170067010644539 0.000170067010644539 0.000133302175707435 0.000315848465793474 0.000327641341760832 0.000150634609901074 0 0 0.000634164568602482 0.000375304947574206 0.000138719390395111 0.000233876818879848 0.000321810302970475 0.000357968763978394 0.000120628094214007 0.000391588269703437 0.000448721408367283 0.000173252555859029 0.000484271883834428 0.000457720011887369 0.000307521428514257 0.000354544228750955 0.000378846896871811 0.000239143436152372 0.000305359936045467 0.000362036590841785 0.000434443909010142 0.000425885445511818 0.000774149270884116 0.000475116785330064 0.000244444143177062 0.000464067169008089 9.56733333155467e-05 0.000387058558243377 0.00023440259958855 0.000365917534388328 0 0.000289216842238863 0.000222532386454555
"consider" 0 0 0.000450905590576548 0.000305801081210326 0 0.000790992321261197 0.000506512626772521 0.000370702972313121 0.00300190052197292 0.000393435459192443 0.000427163390202413 0.000592408853762912 0.000657923237724628 0.000349829462111599 0.000445381792506872 0.000562211609785307 0.000919982634194138 0.000702161280890662 0.000983588647981108 0.000624242588670999 0.00248302226986124 0.00168591064093627 0.00295520763879121 0.0010268007015535 0.00115689036026535 0.00138062091516898 0.00076212847102884 0.000755383971285222 0.00135396064922089 0 0 0.00102465706752103 0.00129729709782178 0.0011662829354675 0 0.00116237000673197 0.000409179437551124 0.000147479187302456 0.0013697043777002 0.000937556323481514 0.00071494644623827 0.000390462001068077 0.000458059482354244 0 0 0 0.000436276209193398 0.000344670460212481 0 0 0 0 0 0 0 0.000514207161176085 0 0.000856065236062627 0.000536698453080998 0 0 0 0 0 0 0 0.000219602118721509 0 0.000972383824353785 0 0.000725112813063819 0 0 0.00021862393556462 0 0.000188555795367873 0.000390617377908932 0.000684772564133342 0 0.000192550308098302 0 0 0 0 0 0.000627835926245696 0 0 0.000234165427167258 0.000430724647075536 0 0 0.000226807178993795 0 0 0 0 0 0 0 0 0 0 0.000612747484822188 0.000332190007000049 0 0 0.000716163524332548 0 0 0.00053436117075947 0 0 0 0.000725514760299442 0 0 0 0.0011644382807653 0.0011644382807653 0 0.000688098367193673 0.000480715705526516 0 0 0 0.000930446891644688 0 0.000356176150466308 0 0 0 0 0.000618733987195175 0 0.000593124755700994 0 0 0 0.000958240404807834 0.000555844547386832 0.000272900047452084 0 0.00033802392241224 0 0.000460422828651569 0.0012232043248413 0.00162654759019908 0.000251054084574206 0 0 0.000530033191514657 0.00060185252647771 0.000250541467760374 0 0.000349455845740529 0.000188555795367873
"consist" 0 0 0.000611486407200447 0.000829411780981541 0.000475770517682406 0.00107268808096323 0 0 0.00135698869365481 0 0 0.000535588778304314 0 0 0 0 0 0 0 0.000423276918434141 0 0 0.00133588149370333 0 0 0 0 0.00153659781663183 0 0 0 0 0.000586434320914261 0.000527210260782326 0 0 0 0.000200000887691613 0 0 0.000484780010369764 0 0 0 0 0 0.000591647070433499 0.00233708902471098 0 0 0 0 0 0 0.000753370632979838 0 0 0 0 0 0 0 0 0 0 0 0.000297808928070553 0 0.000659339231538075 0 0.000245836732867105 0.000522656422644434 0 0.000296482384961108 0 0.00025570609075593 0.000264863889469832 0.000464320163402641 0.000343359790682325 0.00052224633521984 0.000400122004350879 0 0 0.00169364619398902 0.00151790867557055 0.000425713434114286 0 0 0 0.00175235529856346 0 0 0 0.000926378502766439 0 0 0 0.000971683144872535 0 0.00235472743244465 0.00128992820588699 0 0 0 0 0 0 0.00129494738178538 0.000366622392860196 0 0.000724662987738363 0 0 0 0.00196778404800499 0 0.000369882164066511 0.00050906535696955 0 0 0.00123775537747594 0.00146637943052565 0.000325956392868603 0.00104901962842819 0 0 0 0.000580805370189953 0.000483021011783517 0 0 0.000383522301491032 0 0.000839083459486526 0 0.00040217701162398 0 0.000398445348241656 0.000856631858735761 0.000779698892117556 0.000376898615083628 0.00148035130216889 0.00212652701034405 0.00183361695382283 0 0.000312196507616176 0.000829411780981541 0 0 0.000562045982045756 0 0 0 0.00203860016611849 0 0.000236953703893801 0
"consistencycheck" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00232983761396298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consitut" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005741057698079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consolid" 0 0 0.00102940197496729 0.0006981333643314 0.000800932129915581 0.000902904149679208 0.00115635092853653 0.000846302152380587 0 0.000898199639079677 0.000975199347042557 0.000450816354758357 0.00150201615248244 0.00079864864558225 0.00101679133371316 0.00128350979353024 0.00210028875304948 0.00160301008548197 0 0 0 0 0 0 0 0 0.00173991312073276 0 0 0 0 0 0 0 0.00179567956691009 0 0 0.000336689918795642 0 0 0 0 0 0 0 0 0 0.000786870821454984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100268818769745 0 0 0 0 0 0 0 0 0 0.000891766056308713 0 0 0 0 0 0 0 0 0 0 0 0.00106918325358005 0 0 0 0.000517792998961136 0 0 0 0 0 0 0 0 0 0.00140326117689655 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00124535043039944 0 0.00132918629863808 0.00132918629863808 0 0.000224414990937692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000623021434390824 0.000715977028595462 0 0 0 0 0 0 0 0.00224325135085465 0.000605023784963228 0 0.000571977564957579 0 0 0
"consortia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00207351989755286 0 0 0 0 0 0.00169024695198665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00128536046178557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000940797831766153 0
"consortium" 0 0 0 0.0012347271414252 0.00141653828590954 0.0015968872377014 0.00204513628688075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00144336275454293 0.00157656090850234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00138244650295601 0 0 0 0 0 0 0 0 0 0 0 0.00173912861955897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000963879893962764 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000396903076704875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constância" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00312240547385109 0.00289783412580094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constant" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00311669749488305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0017221872260245 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00120338604985035 0 0 0 0 0 0 0
"constantí" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00142907065885882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constitu" 0 0.00333749398017628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00438664079887733 0 0 0 0.00297517730591915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constitut" 0 0.000122123314877879 9.58137904508118e-05 6.49802560160179e-05 7.45484709833514e-05 8.40397348152366e-05 0 7.87713828592966e-05 0 8.36018524294258e-05 0.000453843824654955 8.39213928028233e-05 0.000139803365825347 7.43359307952307e-05 9.46400280451077e-05 0.000119465419135978 0.000195488867677055 0 0.000418009262147129 6.63232501785111e-05 0.000175874048744871 8.95605933067485e-05 0.000209319239148437 0.000109093421449486 0.000122914921515272 0.000146685388053036 0 0.000401282458275139 0.000143852842628564 0.000563747626517344 0.000609902402957361 0.000108865669003871 9.18883796526068e-05 8.26085630936306e-05 0.000167136716195046 0.000123497111788879 0.000521683922829722 0.000219366940005998 0 9.9611567245185e-05 7.59601681760442e-05 0 9.73339345830226e-05 0.000265715441797984 0.000265715441797984 0.000173605178369885 0.000185410330499038 0.000219719053874386 0.00010751887722238 0.000103619782320625 0.000192334367737591 0.000262703553918662 0.000241419701170622 0.000242824938080812 0.000118045626378844 0.000109264862132749 0.000140085038154075 0.000181906937626236 0.000114044079721934 0 0 0.000135357963537584 0 0.000378560112180431 0.000372476110377531 0.000232538039923542 0.000139991021349944 0.000476225163953008 0 0.000548912162661625 0.000115560455297184 0 0.000152810711949756 0.000139367453326114 0.000585917476998363 0.000120199743648531 0.000124504549429815 0.000291017260985584 0.000215204149405641 4.09153828582615e-05 0.00012539021449439 0.00059766940347111 7.11414126232665e-05 0.000265377381439462 0.000475682147802548 0.000266820111047544 0 0.000521466554528543 0.000199033036079597 0.000183051006416338 0.000170692816539621 0.00112143345059902 0.000144584072420114 7.25771126692475e-05 5.32788306031717e-05 5.32788306031717e-05 5.32788306031717e-05 0.000152253008621472 0.000697614119770627 0.000122987394935977 0.000101059409792353 0.000427431602072577 6.53057676303749e-05 0 7.05876892762834e-05 0.000126954730256493 0.00107150661889427 5.0726318533905e-05 5.74460539276831e-05 0.00059596177660405 0.000227094852271549 0 0 0.00077254304374599 0.000308332035197956 0.000176469223190708 5.79568273996714e-05 7.97654385512112e-05 0.000123716857539393 0.000123716857539393 0.000193943860354642 4.17758104969792e-05 0 0.000164370860371487 0.000176918254292975 0 0.000395424875471881 0.000182012758997746 0.000227053652189496 0.000170135906860862 0.0002341039526503 0 4.3876024781535e-05 0.000197213950656871 0.000979279914607593 0.000126034212574875 9.60785913456552e-05 0.000312161960208646 0.000201338438041909 8.1447333780327e-05 0.00011811246988189 0 0.00013328218646097 0.00014365469821723 0.000474060504116858 4.89180632765988e-05 0.000259921024064071 0.000518442307733432 0.000106693924200213 8.80669714213288e-05 0.000208795417228646 0.000112627765556921 0.000127888793262672 0.000106476070347839 0 0.000259897891185461 0.000126034212574875
"constrain" 0 0 0 0 0 0 0.0027272457269671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00371687919751213 0 0 0.00364510497852569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00500985992309218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"constraint" 0 0 0.00196848976521004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0059796310030636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00224484139280369 0 0 0 0.00201381683217211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00128806799484889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000858282038626527 0.00524657470477748 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00100501928209715 0 0 0 0 0 0 0 0 0 0 0
"constru" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00454769177207381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
